x y yaw
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501231,1099.998901,0.427532
13.501258,1099.998901,0.427319
13.501265,1099.998901,0.427288
13.501362,1099.998901,0.426388
13.501407,1099.998901,0.425900
13.501442,1099.998901,0.425457
13.501456,1099.998779,0.425259
13.501486,1099.998901,0.424831
13.501514,1099.998901,0.424419
13.501528,1099.998901,0.424282
13.501541,1099.998901,0.424191
13.501553,1099.998901,0.424175
13.501564,1099.998901,0.424175
13.501591,1099.998901,0.424282
13.501625,1099.998901,0.424358
13.501640,1099.998901,0.424374
13.501656,1099.998901,0.424358
13.501680,1099.998901,0.424297
13.501696,1099.998901,0.424206
13.501705,1099.998901,0.424129
13.501719,1099.998901,0.424023
13.501730,1099.998901,0.423931
13.501749,1099.998901,0.423779
13.501762,1099.998901,0.423717
13.501776,1099.998901,0.423641
13.501789,1099.998901,0.423580
13.501801,1099.998901,0.423550
13.501828,1099.998901,0.423473
